name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
WAFL,Yes,No,4.0,41,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400.0,Delivery,JP Nagar
Sukh Sagar,Yes,No,3.8,156,Jayanagar,Casual Dining,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti","South Indian, North Indian, Chinese, Street Food",450.0,Delivery,JP Nagar
Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites",Biryani,"Beverages, Fast Food",400.0,Delivery,JP Nagar
Anda Ka Funda,Yes,No,3.3,90,Jayanagar,Quick Bites,Biryani,"North Indian, Chinese, Rolls",250.0,Delivery,JP Nagar
Asha Sweets Centre,Yes,No,3.9,42,JP Nagar,Dessert Parlor,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa","Mithai, Street Food",250.0,Delivery,JP Nagar
Ande Ka Funda,Yes,No,3.3,117,Kumaraswamy Layout,Quick Bites,"Rolls, Chicken Egg Roll, Aloo Paratha, Sattu Paratha, Paneer Roll","North Indian, Fast Food, Rolls",250.0,Delivery,JP Nagar
Jayanagara Donne Biryani,Yes,No,3.6,60,Jayanagar,Quick Bites,Biryani,"Biryani, South Indian",400.0,Delivery,JP Nagar
Hotel Khaaja,Yes,No,3.1,70,Bannerghatta Road,Quick Bites,Biryani,"Biryani, Fast Food",250.0,Delivery,JP Nagar
Roots n Fruits,Yes,No,3.6,13,JP Nagar,Beverage Shop,Biryani,"Beverages, Juices, Healthy Food",250.0,Delivery,JP Nagar
Zeeshan,Yes,No,3.1,320,JP Nagar,Casual Dining,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem","North Indian, Kebab, Biryani, Rolls",700.0,Delivery,JP Nagar
Machali Port,Yes,No,3.9,34,JP Nagar,Casual Dining,"Sea Food, Anjal Masala Fry, Fish Curry, Fish Fry, Thali, Neer Dosa","Mangalorean, Seafood, North Indian",750.0,Delivery,JP Nagar
Big Mishra Pedha,Yes,No,3.3,7,Bannerghatta Road,Sweet Shop,Biryani,"Mithai, Desserts, Fast Food",300.0,Delivery,JP Nagar
Mad Over Donuts,Yes,No,3.1,17,Bannerghatta Road,Dessert Parlor,Biryani,"Bakery, Desserts, Beverages",450.0,Delivery,JP Nagar
Brundhavana Pure Veg,Yes,No,3.7,98,JP Nagar,Casual Dining,Biryani,"South Indian, North Indian, Chinese, Beverages",500.0,Delivery,JP Nagar
The Food Cottage,Yes,No,3.7,48,BTM,Quick Bites,Biryani,"Hyderabadi, North Indian",350.0,Delivery,JP Nagar
Asharfilal,Yes,No,3.6,11,Bannerghatta Road,Dessert Parlor,Biryani,Desserts,150.0,Delivery,JP Nagar
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,Biryani,Mithai,250.0,Delivery,JP Nagar
Kaapi Kendra,Yes,No,3.7,16,Jayanagar,Quick Bites,Biryani,South Indian,100.0,Delivery,JP Nagar
Dhabeliwala,Yes,No,3.8,44,JP Nagar,Kiosk,Biryani,"Street Food, Beverages, Gujarati",250.0,Delivery,JP Nagar
Rock Stone Ice Cream Factory,Yes,No,4.0,130,BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,230.0,Delivery,JP Nagar
Meat And Eat,Yes,No,3.7,81,JP Nagar,Quick Bites,"Burgers, Fries, Chicken Wings","Fast Food, Burger",500.0,Delivery,JP Nagar
Dakshin Cafe,Yes,No,4.1,140,JP Nagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa",South Indian,100.0,Delivery,JP Nagar
Udupi Upachar,Yes,No,3.4,7,Banashankari,Quick Bites,Biryani,"South Indian, North Indian",500.0,Delivery,JP Nagar
Sandwich Mama's And Frozen Monster,Yes,No,3.8,55,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250.0,Delivery,JP Nagar
Bun Town,Yes,No,4.0,204,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500.0,Delivery,JP Nagar
Ovenstory Pizza,Yes,No,3.8,122,Bommanahalli,Delivery,"Tandoori Paneer, Paneer Pizza",Pizza,750.0,Delivery,JP Nagar
Guru Palace,Yes,No,3.1,106,Bannerghatta Road,Casual Dining,Biryani,"Chinese, North Indian",450.0,Delivery,JP Nagar
Natural Mumbai Kulfi,Yes,No,3.5,8,BTM,Dessert Parlor,Biryani,Ice Cream,130.0,Delivery,JP Nagar
The Bong Palate,Yes,No,3.8,61,BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Chicken Biryani","Bengali, North Indian, Chinese",300.0,Delivery,JP Nagar
Karma Kaapi,Yes,No,4.4,181,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250.0,Delivery,JP Nagar
Kolkata Famous Kati Rolls,Yes,No,3.1,25,Bannerghatta Road,"Takeaway, Delivery",Biryani,"Fast Food, Rolls",100.0,Delivery,JP Nagar
Ice Cream Works,Yes,No,4.1,193,Jayanagar,Dessert Parlor,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream","Desserts, Ice Cream",300.0,Delivery,JP Nagar
Baskin Robbins,Yes,No,3.6,25,Jayanagar,Dessert Parlor,Biryani,"Ice Cream, Desserts",250.0,Delivery,JP Nagar
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600.0,Delivery,JP Nagar
Bake Delite,Yes,No,3.7,18,Kumaraswamy Layout,"Bakery, Quick Bites",Biryani,"Bakery, Fast Food",400.0,Delivery,JP Nagar
Wangs Kitchen,Yes,No,2.8,39,JP Nagar,Casual Dining,Biryani,Chinese,1000.0,Delivery,JP Nagar
Waffle Stories,Yes,No,4.0,71,BTM,Dessert Parlor,"Waffles, Brownie Sundae","Desserts, Beverages",300.0,Delivery,JP Nagar
Kaizen Wellness Kitchen,Yes,No,3.7,37,JP Nagar,Casual Dining,Biryani,"Asian, Continental, European",800.0,Delivery,JP Nagar
The Fiery Indian Kitchen,Yes,No,3.5,9,Kanakapura Road,Casual Dining,Biryani,"Andhra, North Indian, Chinese",600.0,Delivery,JP Nagar
Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Fries, Thick Shakes","Fast Food, Desserts, Beverages",400.0,Delivery,JP Nagar
Rajathadri Food Fort,Yes,No,4.0,467,Jayanagar,Casual Dining,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala","South Indian, North Indian, Chinese, Street Food",600.0,Delivery,JP Nagar
Bubblewrap Waffle Co.,Yes,No,4.4,359,Jayanagar,Dessert Parlor,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake","Desserts, Beverages",400.0,Delivery,JP Nagar
Chef Baker's,Yes,No,3.6,23,Bannerghatta Road,"Bakery, Quick Bites",Biryani,Bakery,450.0,Delivery,JP Nagar
Sri Rajasthani Foods,Yes,No,3.6,10,JP Nagar,Quick Bites,Biryani,"Rajasthani, North Indian",200.0,Delivery,JP Nagar
Kalpavruksha,Yes,No,3.9,99,Bannerghatta Road,Quick Bites,Biryani,"South Indian, North Indian",300.0,Delivery,JP Nagar
Burrito Boys,Yes,No,3.0,6,Bannerghatta Road,"Food Court, Quick Bites",Biryani,"Mexican, Tex-Mex",400.0,Delivery,JP Nagar
Pallavas Veg Cuisine,Yes,No,3.7,46,Bannerghatta Road,Casual Dining,Biryani,"North Indian, South Indian, Chinese",600.0,Delivery,JP Nagar
The Coastal Crew by Fujian on 24th,Yes,Yes,4.2,1033,JP Nagar,"Casual Dining, Bar","Sea Food, Mocktails, Noodles, Murgh Ghee Roast, Cocktails, Tom Yum Soup, Spring Roll","Chinese, Thai, Seafood, North Indian, Momos",1100.0,Delivery,JP Nagar
Two Friends Cauldron,Yes,Yes,4.1,459,JP Nagar,Casual Dining,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza","Continental, Italian, American",700.0,Delivery,JP Nagar
Bombay Kulfi,Yes,No,3.7,41,JP Nagar,Dessert Parlor,Biryani,"Desserts, Ice Cream",150.0,Delivery,JP Nagar
Salut,Yes,Yes,4.1,446,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Chicken Chips, Brownie","Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,JP Nagar
Mr. Meetharam,Yes,No,3.2,34,JP Nagar,Quick Bites,Biryani,"Mithai, Street Food",150.0,Delivery,JP Nagar
Crumb Together,Yes,Yes,4.1,590,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","Continental, Finger Food, North Indian, Chinese",1200.0,Delivery,JP Nagar
Juicy Momos,Yes,No,3.1,21,Bannerghatta Road,Food Court,Biryani,"Tibetan, Momos",250.0,Delivery,JP Nagar
Lassi Cafe,Yes,No,3.4,16,Bannerghatta Road,Beverage Shop,Biryani,"Beverages, Ice Cream",150.0,Delivery,JP Nagar
Dessi Cuppa,Yes,No,3.4,5,BTM,"Quick Bites, Beverage Shop",Biryani,"Beverages, Fast Food",300.0,Delivery,JP Nagar
RK Fresh Food,Yes,No,3.5,13,BTM,Quick Bites,Biryani,Fast Food,300.0,Delivery,JP Nagar
North Rasoe,Yes,No,3.1,6,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",300.0,Delivery,JP Nagar
Naati Manae,Yes,No,3.1,10,JP Nagar,Food Court,Biryani,"South Indian, Biryani",500.0,Delivery,JP Nagar
Sri Sapana Dhaba,Yes,No,3.4,9,BTM,Quick Bites,Biryani,North Indian,250.0,Delivery,JP Nagar
Speedbreaker,Yes,No,3.4,14,BTM,Quick Bites,Biryani,North Indian,300.0,Delivery,JP Nagar
Street Foods by Punjab Grill,Yes,No,3.6,19,Bannerghatta Road,Food Court,Biryani,"Street Food, North Indian, Beverages",800.0,Delivery,JP Nagar
Bikaneri Sweets,Yes,No,3.4,19,Bannerghatta Road,Sweet Shop,Biryani,"Mithai, Street Food",250.0,Delivery,JP Nagar
Navami,Yes,No,3.5,80,Jayanagar,Casual Dining,"Biryani, Fried Rice Chicken","Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",750.0,Delivery,JP Nagar
Sri Krishna Sagar,Yes,No,3.4,19,Kanakapura Road,Quick Bites,Biryani,"South Indian, North Indian, Chinese",400.0,Delivery,JP Nagar
The Chocolate Room,Yes,No,3.9,153,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400.0,Delivery,JP Nagar
Tempteys,Yes,No,4.2,249,BTM,"Dessert Parlor, Beverage Shop","Thick Shakes, Oreo Milkshake, Gelato, Oreo Shake, Choco Brownie, Caramel Coffee, Choco Shake",Beverages,500.0,Delivery,JP Nagar
The little Kitchen,Yes,No,3.4,5,JP Nagar,Quick Bites,Biryani,"Chinese, North Indian",300.0,Delivery,JP Nagar
Trippy Paradise,Yes,No,2.6,60,BTM,Cafe,Biryani,Cafe,900.0,Delivery,JP Nagar
Nadan Thattukada,Yes,No,3.7,35,BTM,Quick Bites,Biryani,"Kerala, Chinese",200.0,Delivery,JP Nagar
Krishna Vaibhava,Yes,No,3.5,40,BTM,Casual Dining,Biryani,"North Indian, South Indian",350.0,Delivery,JP Nagar
City Cafe,Yes,No,3.3,4,JP Nagar,"Beverage Shop, Quick Bites",Biryani,"Beverages, Juices, Fast Food, Rolls",200.0,Delivery,JP Nagar
The Chervil,Yes,No,4.1,232,JP Nagar,Casual Dining,"Peri Peri Chicken Wings, Mix Grill Sizzler, Fish, Murgh Ghee Roast, Biryani, Caramel Custard, Paneer Tikka Masala","North Indian, Continental",1000.0,Delivery,JP Nagar
The Arabian Nights,Yes,No,2.6,51,BTM,"Takeaway, Delivery",Biryani,"Arabian, North Indian, Chinese",300.0,Delivery,JP Nagar
Lassi Spot,Yes,No,3.3,4,Kumaraswamy Layout,Beverage Shop,Biryani,North Indian,100.0,Delivery,JP Nagar
Krazzy Folds,Yes,Yes,4.3,1907,Jayanagar,Cafe,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros","Cafe, Continental, Sandwich, Beverages",800.0,Delivery,JP Nagar
Shake It Off,Yes,No,4.4,658,Jayanagar,"Beverage Shop, Quick Bites","Paneer Sandwich, Sandwiches, Burgers, Momos, Maggi, Ferrero Rocher Shake, Thick Shakes","Beverages, Fast Food",600.0,Delivery,JP Nagar
Hatti Kaapi,Yes,No,4.0,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200.0,Delivery,JP Nagar
Alif Restaurant,Yes,No,3.6,27,JP Nagar,Casual Dining,Biryani,"North Indian, Chinese",600.0,Delivery,JP Nagar
Thyme & Whisk,Yes,No,3.9,74,Jayanagar,Casual Dining,"Pizza, Momos, Pasta, Brownie, Nachos, Hot Chocolate, Waffles","Asian, Chinese, Continental, Italian",800.0,Delivery,JP Nagar
Maiyas,Yes,No,4.0,1781,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200.0,Delivery,JP Nagar
Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",300.0,Delivery,JP Nagar
Checkpost,Yes,No,4.1,956,JP Nagar,Casual Dining,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Sea Food, Ghee Idli","South Indian, Seafood, North Indian, Beverages",600.0,Delivery,JP Nagar
Roll Wala,Yes,No,3.3,7,JP Nagar,"Takeaway, Delivery",Biryani,"Rolls, Juices",300.0,Delivery,JP Nagar
Garden Fresh,Yes,No,3.9,51,BTM,Beverage Shop,Biryani,"Healthy Food, Juices",200.0,Delivery,JP Nagar
Angel Restaurant,Yes,No,2.8,165,Bannerghatta Road,Quick Bites,Biryani,"Kerala, South Indian, North Indian",450.0,Delivery,JP Nagar
Gappe,Yes,No,3.8,32,Bannerghatta Road,Kiosk,Biryani,Street Food,200.0,Delivery,JP Nagar
Cafe Ajfan,Yes,No,4.2,265,Jayanagar,Cafe,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Fries, Calzone","Cafe, Continental, Beverages",700.0,Delivery,JP Nagar
Tandoori Bytes,Yes,No,3.6,60,Kumaraswamy Layout,Casual Dining,Biryani,North Indian,700.0,Delivery,JP Nagar
Ghee Biryani House,Yes,No,3.1,7,BTM,Quick Bites,Biryani,"North Indian, Biryani, Chinese, Arabian",400.0,Delivery,JP Nagar
Miss Momo,Yes,No,3.2,12,BTM,Quick Bites,Biryani,"Tibetan, Momos",250.0,Delivery,JP Nagar
Thanco's Natural Ice Cream,Yes,No,3.6,28,BTM,Dessert Parlor,Biryani,"Ice Cream, Desserts",450.0,Delivery,JP Nagar
Intalia,Yes,No,3.6,323,Bannerghatta Road,Food Court,"Pasta, Garlic Bread, Salads, Chicken Lasagne, Blueberry Cheesecake, Salad, Thin Crust Pizza","Pizza, Italian",800.0,Delivery,JP Nagar
Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0,Delivery,JP Nagar
I Cool,Yes,No,4.0,77,JP Nagar,Quick Bites,Shawarma,"Juices, Fast Food",150.0,Delivery,JP Nagar
Hot Burg,Yes,No,3.5,51,Bannerghatta Road,Quick Bites,Biryani,"Fast Food, Juices",200.0,Delivery,JP Nagar
Chinese House,Yes,No,2.8,19,Jayanagar,Quick Bites,Biryani,"Chinese, Thai, Momos",300.0,Delivery,JP Nagar
Woodee Pizza,Yes,No,2.7,85,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,JP Nagar
City Durbar,Yes,No,3.7,72,Jayanagar,Casual Dining,"Chicken Grill, Ghee Rice","North Indian, Chinese, Biryani",450.0,Delivery,JP Nagar
Ibaco,Yes,No,4.0,129,Jayanagar,Dessert Parlor,"Icecream Cake, Brownie, Hot Chocolate, Belgian Chocolate, Salted Caramel",Desserts,300.0,Delivery,JP Nagar
Snack Knack,Yes,No,3.0,36,BTM,Quick Bites,Biryani,"North Indian, Chinese",200.0,Delivery,JP Nagar
On The Nose,Yes,No,3.8,614,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600.0,Delivery,JP Nagar
Crunchy Nights,Yes,No,3.7,28,BTM,Delivery,Biryani,"North Indian, Chinese, Continental",350.0,Delivery,JP Nagar
Y Not Restaurant,Yes,No,3.0,4,JP Nagar,"Takeaway, Delivery",Biryani,Fast Food,300.0,Delivery,JP Nagar
Panther Cafe,Yes,No,3.5,8,BTM,Beverage Shop,Biryani,Beverages,200.0,Delivery,JP Nagar
Mug N Bean,Yes,No,3.9,247,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400.0,Delivery,JP Nagar
Juicy & Spicy,Yes,No,3.2,7,JP Nagar,"Quick Bites, Beverage Shop",Biryani,"Bakery, Fast Food",150.0,Delivery,JP Nagar
Mockaholic Restro Beer Cafe,Yes,No,3.9,914,JP Nagar,Bar,"Beer, Momos, Pizza, Coffee, Dragon Chicken, Hot Pot, Mocktails","North Indian, Chinese, Pizza, BBQ",1000.0,Delivery,JP Nagar
Vinaya Cafe,Yes,No,3.7,55,JP Nagar,Quick Bites,"Coffee, Masala Dosa","South Indian, Street Food, Juices",200.0,Delivery,JP Nagar
The Krishna Grand Xpress,Yes,No,4.0,137,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350.0,Delivery,JP Nagar
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",600.0,Delivery,JP Nagar
Kirthi's Biryani,Yes,No,3.8,145,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700.0,Delivery,JP Nagar
Funky Punjab,Yes,No,3.9,410,JP Nagar,Casual Dining,"Lassi, Chole, Palak Paneer, Chaap, Paneer Tikka, Panneer Butter Masala, Paratha","North Indian, Chinese",500.0,Delivery,JP Nagar
World of Waffles,Yes,No,3.9,181,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Fondue, Chocolate Overload, Ferrero Rocher",Desserts,400.0,Delivery,JP Nagar
Me And My Cake,Yes,No,3.1,8,JP Nagar,Takeaway,Biryani,"Bakery, Desserts",500.0,Delivery,JP Nagar
Paratha Plaza,Yes,No,3.8,171,JP Nagar,Quick Bites,"Aloo Paratha, Manchurian",North Indian,250.0,Delivery,JP Nagar
Kettle & Kegs,Yes,No,3.3,4,Bannerghatta Road,Delivery,Biryani,"Tea, Beverages",200.0,Delivery,JP Nagar
Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,Casual Dining,Biryani,"North Indian, South Indian",600.0,Delivery,JP Nagar
Berrylicious,Yes,No,3.8,89,JP Nagar,Dessert Parlor,"Macaroon, Brownie Sundae, Waffles","Ice Cream, Desserts, Bakery",400.0,Delivery,JP Nagar
Taste Of Kolkata,Yes,No,3.1,59,BTM,Quick Bites,Biryani,"Bengali, Chinese, Rolls",400.0,Delivery,JP Nagar
Dr. Sheesha,No,Yes,4.1,1445,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800.0,Delivery,JP Nagar
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,Biryani,Fast Food,200.0,Delivery,JP Nagar
The Foodyz,Yes,No,3.7,43,JP Nagar,Quick Bites,"Poha, Tea, Paratha","North Indian, Chinese",500.0,Delivery,JP Nagar
Prawn Crunch,Yes,No,3.2,7,BTM,Quick Bites,Biryani,"Fast Food, Seafood",400.0,Delivery,JP Nagar
Udupi Upachar,Yes,No,3.3,13,JP Nagar,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,JP Nagar
Udupi Thaja Thindi,Yes,No,2.9,42,BTM,Quick Bites,"Masala Dosa, Vada, Filter Coffee","North Indian, South Indian, Chinese, Fast Food",250.0,Delivery,JP Nagar
Brew Meister,Yes,Yes,4.1,973,Jayanagar,"Microbrewery, Casual Dining","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav","North Indian, Continental, Finger Food, American, Asian",1500.0,Delivery,JP Nagar
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.0,Delivery,JP Nagar
Vaathsalya Millet Cafe,Yes,Yes,4.1,294,JP Nagar,Casual Dining,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk","Healthy Food, South Indian",500.0,Delivery,JP Nagar
Sri Nandi Grand,Yes,No,3.4,6,BTM,Quick Bites,Biryani,"North Indian, South Indian",300.0,Delivery,JP Nagar
KKR Foodies,Yes,No,3.7,37,BTM,Casual Dining,Biryani,"Biryani, Chinese, Fast Food, North Indian",400.0,Delivery,JP Nagar
Call A Cake,Yes,No,3.6,41,BTM,Delivery,Biryani,Bakery,500.0,Delivery,JP Nagar
Havmor,Yes,No,3.8,37,Jayanagar,Dessert Parlor,Biryani,"Ice Cream, Desserts",200.0,Delivery,JP Nagar
Samosa Express,Yes,No,3.1,9,BTM,Quick Bites,Biryani,Street Food,150.0,Delivery,JP Nagar
Paratha Junction,Yes,No,3.3,396,Jayanagar,Quick Bites,Paratha,"North Indian, Chinese",300.0,Delivery,JP Nagar
Hang10 Resto N Cafe,Yes,No,3.8,100,BTM,Cafe,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese",700.0,Delivery,JP Nagar
Graffitea,Yes,No,3.7,16,BTM,"Beverage Shop, Quick Bites",Biryani,"Beverages, Fast Food",200.0,Delivery,JP Nagar
Ruh's Cafe,Yes,No,4.1,464,BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500.0,Delivery,JP Nagar
Biryani Magic,Yes,No,3.5,31,BTM,Quick Bites,Biryani,"North Indian, Biryani",300.0,Delivery,JP Nagar
Watson's,Yes,Yes,4.0,1016,JP Nagar,"Pub, Bar","Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn","Finger Food, Chinese, Continental",1300.0,Delivery,JP Nagar
Brew Point,Yes,No,3.6,10,JP Nagar,Cafe,Biryani,"Cafe, American, Burger, Sandwich, Fast Food",500.0,Delivery,JP Nagar
24/7 Food Service,Yes,No,2.9,7,JP Nagar,"Takeaway, Delivery",Biryani,"South Indian, North Indian, Fast Food",300.0,Delivery,JP Nagar
Bengalooru Tiffany's,Yes,No,3.1,39,JP Nagar,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,JP Nagar
Vyanjan,Yes,No,3.9,203,BTM,Quick Bites,"Poha, Jalebi, Paratha, Bhindi Masala, Kachori, Puri Sabzi, Samosa","North Indian, Street Food",300.0,Delivery,JP Nagar
Bakers77,Yes,No,4.0,37,Jayanagar,"Bakery, Quick Bites",Biryani,"Bakery, Fast Food",400.0,Delivery,JP Nagar
Namma Banashankari Donne Biryani,Yes,No,4.0,99,JP Nagar,Quick Bites,Biryani,"Biryani, Kebab",250.0,Delivery,JP Nagar
Dream a Dozen,Yes,No,4.3,134,JP Nagar,Delivery,"Cup Cake, Cake Pops, Chocolate Truffle Cake, Brownie","Bakery, Desserts",300.0,Delivery,JP Nagar
Eat & Joy Restaurant,Yes,No,3.1,7,JP Nagar,Quick Bites,Biryani,"Fast Food, Finger Food",300.0,Delivery,JP Nagar
Aramane Donne Briyani,Yes,No,3.9,339,JP Nagar,Quick Bites,Chicken Kebab,"Biryani, Fast Food",300.0,Delivery,JP Nagar
Jalaram Sweets,Yes,No,3.8,32,Jayanagar,Sweet Shop,Biryani,"Desserts, Mithai",250.0,Delivery,JP Nagar
Pop Hop,Yes,No,4.1,205,Jayanagar,Dessert Parlor,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate","Ice Cream, Desserts",300.0,Delivery,JP Nagar
Desi Dhaba,Yes,No,3.3,13,BTM,Delivery,Biryani,"North Indian, Chinese",400.0,Delivery,JP Nagar
Seasons,No,No,3.8,500,Bannerghatta Road,Casual Dining,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",500.0,Delivery,JP Nagar
Calorie Express,Yes,No,3.6,192,BTM,Delivery,Chicken Sandwich,Healthy Food,450.0,Delivery,JP Nagar
Chai Culture,Yes,No,3.6,8,Jayanagar,Beverage Shop,Biryani,Beverages,200.0,Delivery,JP Nagar
Chung Wah Opus,Yes,No,3.0,57,JP Nagar,Casual Dining,"Rice, Noodles, Chop Suey","Chinese, Thai",650.0,Delivery,JP Nagar
Gelato Italiano,Yes,No,3.8,32,BTM,"Food Court, Dessert Parlor",Biryani,"Ice Cream, Bakery, Desserts",200.0,Delivery,JP Nagar
The Cafe Nuts and Bolts,Yes,No,3.0,28,Kumaraswamy Layout,Cafe,Biryani,"Cafe, Fast Food, Chinese",500.0,Delivery,JP Nagar
CHAATter Box,Yes,No,3.4,9,Kumaraswamy Layout,Quick Bites,Biryani,"South Indian, Chinese, North Indian",250.0,Delivery,JP Nagar
In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,Beverage Shop,Biryani,"Juices, Beverages",100.0,Delivery,JP Nagar
Simply Indian,Yes,Yes,3.9,681,Bannerghatta Road,Casual Dining,"Cocktails, Ghee Roast Mutton, Mocktails, Chicken Biryani, Malai Kofta, Chicken Chatpata, Fish","North Indian, Chinese, Seafood, Biryani, Mangalorean",800.0,Delivery,JP Nagar
Pappu Da Dhaba,Yes,No,3.0,57,Jayanagar,Quick Bites,"Lassi, Chai, Paratha","North Indian, Fast Food, Beverages, Momos",400.0,Delivery,JP Nagar
Aramane Restaurant,Yes,Yes,2.9,90,Bannerghatta Road,Casual Dining,Afghan Chicken,"North Indian, South Indian, Seafood, Biryani, Chinese",800.0,Delivery,JP Nagar
The Hungers Zone,Yes,No,3.8,57,BTM,Quick Bites,Biryani,"Fast Food, Italian, Pizza",300.0,Delivery,JP Nagar
Xpress Chai,Yes,No,3.2,6,BTM,"Beverage Shop, Quick Bites",Biryani,Tea,150.0,Delivery,JP Nagar
